comment_text,severity
That was extremely stupid,2
You are embarrassingly ignorant,2
That was extremely stupid,2
You have no idea what you are doing,2
This is absolute garbage,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You are completely useless,2
That was extremely stupid,2
You are completely useless,2
That was incredibly dumb,2
You always ruin everything,2
You have no idea what you are doing,2
Nobody respects your opinion,2
That was extremely stupid,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
This is absolute garbage,2
This is pathetic nonsense,2
You have no idea what you are doing,2
This is absolute garbage,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
You are completely useless,2
You have no idea what you are doing,2
This is absolute garbage,2
That was extremely stupid,2
You always ruin everything,2
You are completely useless,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You are a total failure,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
That was extremely stupid,2
This is pathetic nonsense,2
This is pathetic nonsense,2
You have no idea what you are doing,2
That was incredibly dumb,2
You always ruin everything,2
That was incredibly dumb,2
That was extremely stupid,2
This is absolute garbage,2
This is absolute garbage,2
You have no idea what you are doing,2
This is pathetic nonsense,2
That was incredibly dumb,2
You are completely useless,2
You always ruin everything,2
This is pathetic nonsense,2
You have no idea what you are doing,2
That was incredibly dumb,2
Nobody respects your opinion,2
That was extremely stupid,2
You are completely useless,2
You are a total failure,2
This is absolute garbage,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You always ruin everything,2
You always ruin everything,2
Nobody respects your opinion,2
You always ruin everything,2
You are completely useless,2
This is absolute garbage,2
You are embarrassingly ignorant,2
You are completely useless,2
You are a total failure,2
Nobody respects your opinion,2
You always ruin everything,2
Nobody respects your opinion,2
You are a total failure,2
You have no idea what you are doing,2
You are completely useless,2
This is pathetic nonsense,2
You are completely useless,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You always ruin everything,2
That was incredibly dumb,2
That was extremely stupid,2
You are a total failure,2
You are a total failure,2
That was incredibly dumb,2
Nobody respects your opinion,2
You are completely useless,2
You always ruin everything,2
You are embarrassingly ignorant,2
You always ruin everything,2
You are a total failure,2
This is pathetic nonsense,2
This is absolute garbage,2
This is pathetic nonsense,2
You are a total failure,2
This is pathetic nonsense,2
You are a total failure,2
You have no idea what you are doing,2
Nobody respects your opinion,2
That was incredibly dumb,2
You are a total failure,2
Nobody respects your opinion,2
This is pathetic nonsense,2
You are completely useless,2
You always ruin everything,2
You are completely useless,2
This is absolute garbage,2
You always ruin everything,2
You have no idea what you are doing,2
You are a total failure,2
This is absolute garbage,2
You are completely useless,2
You are completely useless,2
You have no idea what you are doing,2
This is pathetic nonsense,2
This is pathetic nonsense,2
That was incredibly dumb,2
That was incredibly dumb,2
You are completely useless,2
That was extremely stupid,2
Nobody respects your opinion,2
Nobody respects your opinion,2
That was extremely stupid,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
This is absolute garbage,2
You are completely useless,2
This is absolute garbage,2
You are a total failure,2
You always ruin everything,2
That was extremely stupid,2
This is absolute garbage,2
That was incredibly dumb,2
This is absolute garbage,2
That was incredibly dumb,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
Nobody respects your opinion,2
That was extremely stupid,2
Nobody respects your opinion,2
You always ruin everything,2
Nobody respects your opinion,2
You have no idea what you are doing,2
You always ruin everything,2
You have no idea what you are doing,2
You are a total failure,2
This is absolute garbage,2
That was extremely stupid,2
You have no idea what you are doing,2
You always ruin everything,2
Nobody respects your opinion,2
This is absolute garbage,2
You are a total failure,2
You have no idea what you are doing,2
This is pathetic nonsense,2
This is absolute garbage,2
You are completely useless,2
Nobody respects your opinion,2
This is pathetic nonsense,2
You have no idea what you are doing,2
You are a total failure,2
You are completely useless,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You are a total failure,2
You are a total failure,2
That was incredibly dumb,2
You always ruin everything,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
That was extremely stupid,2
That was extremely stupid,2
This is pathetic nonsense,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
You are completely useless,2
You are a total failure,2
You are completely useless,2
That was extremely stupid,2
You are a total failure,2
You have no idea what you are doing,2
Nobody respects your opinion,2
You always ruin everything,2
That was incredibly dumb,2
You are a total failure,2
This is pathetic nonsense,2
This is absolute garbage,2
This is pathetic nonsense,2
You are a total failure,2
You always ruin everything,2
You are a total failure,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
You always ruin everything,2
This is pathetic nonsense,2
You are a total failure,2
You are a total failure,2
You are completely useless,2
You are completely useless,2
This is pathetic nonsense,2
You have no idea what you are doing,2
You have no idea what you are doing,2
You are completely useless,2
You are completely useless,2
This is pathetic nonsense,2
This is pathetic nonsense,2
That was extremely stupid,2
You are a total failure,2
You are completely useless,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
You are a total failure,2
You are embarrassingly ignorant,2
That was extremely stupid,2
That was extremely stupid,2
This is pathetic nonsense,2
That was incredibly dumb,2
That was extremely stupid,2
You are a total failure,2
You are a total failure,2
You are completely useless,2
That was extremely stupid,2
This is pathetic nonsense,2
This is absolute garbage,2
That was incredibly dumb,2
You always ruin everything,2
That was extremely stupid,2
You always ruin everything,2
You have no idea what you are doing,2
This is absolute garbage,2
This is absolute garbage,2
You always ruin everything,2
You are embarrassingly ignorant,2
This is absolute garbage,2
This is pathetic nonsense,2
This is pathetic nonsense,2
That was extremely stupid,2
You are completely useless,2
You always ruin everything,2
Nobody respects your opinion,2
That was extremely stupid,2
You always ruin everything,2
That was incredibly dumb,2
That was extremely stupid,2
This is pathetic nonsense,2
You always ruin everything,2
You always ruin everything,2
You always ruin everything,2
You are a total failure,2
You are completely useless,2
You are a total failure,2
You are completely useless,2
You are completely useless,2
You have no idea what you are doing,2
That was extremely stupid,2
You are embarrassingly ignorant,2
Nobody respects your opinion,2
Nobody respects your opinion,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
You are completely useless,2
You are a total failure,2
You have no idea what you are doing,2
You are a total failure,2
You are a total failure,2
You are completely useless,2
You are completely useless,2
You are completely useless,2
You have no idea what you are doing,2
That was extremely stupid,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
That was incredibly dumb,2
That was extremely stupid,2
You have no idea what you are doing,2
You always ruin everything,2
This is absolute garbage,2
You are embarrassingly ignorant,2
You are a total failure,2
This is absolute garbage,2
This is absolute garbage,2
You have no idea what you are doing,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
This is pathetic nonsense,2
This is pathetic nonsense,2
This is pathetic nonsense,2
This is absolute garbage,2
You always ruin everything,2
That was extremely stupid,2
This is absolute garbage,2
You are embarrassingly ignorant,2
You always ruin everything,2
That was extremely stupid,2
This is pathetic nonsense,2
This is pathetic nonsense,2
This is absolute garbage,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
You always ruin everything,2
You are completely useless,2
This is pathetic nonsense,2
This is absolute garbage,2
You have no idea what you are doing,2
You always ruin everything,2
You are a total failure,2
You always ruin everything,2
You are a total failure,2
You are a total failure,2
You are embarrassingly ignorant,2
You are completely useless,2
You are completely useless,2
You have no idea what you are doing,2
You are completely useless,2
You are completely useless,2
You are embarrassingly ignorant,2
You are a total failure,2
You are embarrassingly ignorant,2
You are a total failure,2
That was incredibly dumb,2
You are a total failure,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
That was extremely stupid,2
You always ruin everything,2
This is absolute garbage,2
You always ruin everything,2
You are a total failure,2
This is pathetic nonsense,2
This is absolute garbage,2
That was incredibly dumb,2
You are a total failure,2
That was extremely stupid,2
Nobody respects your opinion,2
You are completely useless,2
You are embarrassingly ignorant,2
You are completely useless,2
This is absolute garbage,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
This is absolute garbage,2
This is absolute garbage,2
Nobody respects your opinion,2
Nobody respects your opinion,2
You are completely useless,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You always ruin everything,2
I will hurt you,3
I will make you regret this,3
I will find you,3
I will find you,3
I will find you,3
I will ruin your life,3
I will destroy everything you care about,3
You deserve punishment,3
You deserve punishment,3
You should be banned forever,3
People like you should disappear,3
I will ruin your life,3
You should be banned forever,3
I will make you regret this,3
I will destroy everything you care about,3
I will hurt you,3
You should be banned forever,3
You deserve to suffer,3
I will destroy everything you care about,3
People like you should disappear,3
You should be banned forever,3
I will destroy everything you care about,3
You are a worthless human being,3
You deserve to suffer,3
You are a worthless human being,3
I will make you regret this,3
People like you should disappear,3
I will find you,3
I will find you,3
I will find you,3
I will hurt you,3
I will find you,3
I will destroy everything you care about,3
You are a worthless human being,3
You deserve to suffer,3
People like you should disappear,3
You are a worthless human being,3
I will find you,3
I will destroy everything you care about,3
You deserve to suffer,3
I will hurt you,3
I will hurt you,3
You deserve to suffer,3
People like you should disappear,3
You should be banned forever,3
People like you should disappear,3
You deserve punishment,3
I will make you regret this,3
People like you should disappear,3
I will make you regret this,3
You deserve to suffer,3
I will destroy everything you care about,3
You deserve punishment,3
You should be banned forever,3
I will ruin your life,3
I will find you,3
I will hurt you,3
I will hurt you,3
You are a worthless human being,3
You deserve to suffer,3
I will hurt you,3
You deserve to suffer,3
People like you should disappear,3
I will destroy everything you care about,3
I will ruin your life,3
I will destroy everything you care about,3
You deserve to suffer,3
I will make you regret this,3
I will hurt you,3
You deserve punishment,3
I will destroy everything you care about,3
I will hurt you,3
People like you should disappear,3
You deserve to suffer,3
I will make you regret this,3
You deserve punishment,3
I will destroy everything you care about,3
You deserve punishment,3
You deserve punishment,3
You deserve to suffer,3
You deserve punishment,3
I will destroy everything you care about,3
I will make you regret this,3
You deserve to suffer,3
You deserve punishment,3
You deserve to suffer,3
You deserve punishment,3
I will hurt you,3
I will find you,3
People like you should disappear,3
I will make you regret this,3
I will find you,3
You are a worthless human being,3
I will ruin your life,3
You deserve punishment,3
You deserve to suffer,3
You deserve to suffer,3
You deserve to suffer,3
I will destroy everything you care about,3
I will hurt you,3
I will make you regret this,3
I will make you regret this,3
People like you should disappear,3
You should be banned forever,3
People like you should disappear,3
People like you should disappear,3
You should be banned forever,3
I will ruin your life,3
You should be banned forever,3
I will hurt you,3
You should be banned forever,3
I will make you regret this,3
You deserve punishment,3
You are a worthless human being,3
I will make you regret this,3
I will make you regret this,3
I will find you,3
I will hurt you,3
You deserve punishment,3
You deserve to suffer,3
You are a worthless human being,3
You are a worthless human being,3
I will ruin your life,3
You should be banned forever,3
I will find you,3
You should be banned forever,3
You deserve to suffer,3
You deserve punishment,3
You deserve punishment,3
I will ruin your life,3
I will find you,3
I will make you regret this,3
People like you should disappear,3
You deserve punishment,3
I will destroy everything you care about,3
I will ruin your life,3
I will make you regret this,3
I will hurt you,3
I will ruin your life,3
I will ruin your life,3
You deserve to suffer,3
You are a worthless human being,3
I will find you,3
You deserve punishment,3
People like you should disappear,3
I will find you,3
I will ruin your life,3
People like you should disappear,3
You should be banned forever,3
You are a worthless human being,3
You should be banned forever,3
People like you should disappear,3
You should be banned forever,3
I will ruin your life,3
I will ruin your life,3
You deserve punishment,3
You deserve punishment,3
You should be banned forever,3
I will find you,3
You deserve to suffer,3
I will destroy everything you care about,3
People like you should disappear,3
I will ruin your life,3
I will find you,3
I will make you regret this,3
You are a worthless human being,3
I will make you regret this,3
I will destroy everything you care about,3
You deserve to suffer,3
I will destroy everything you care about,3
I will find you,3
You deserve to suffer,3
I will destroy everything you care about,3
You deserve to suffer,3
I will find you,3
You deserve punishment,3
You are a worthless human being,3
I will ruin your life,3
People like you should disappear,3
You deserve punishment,3
I will make you regret this,3
I will hurt you,3
I will hurt you,3
You deserve to suffer,3
I will find you,3
You deserve punishment,3
You deserve punishment,3
I will destroy everything you care about,3
You deserve punishment,3
People like you should disappear,3
People like you should disappear,3
I will ruin your life,3
You should be banned forever,3
I will destroy everything you care about,3
You should be banned forever,3
You should be banned forever,3
I will make you regret this,3
I will make you regret this,3
I will make you regret this,3
I will destroy everything you care about,3
You are a worthless human being,3
You deserve punishment,3
You are a worthless human being,3
People like you should disappear,3
I will destroy everything you care about,3
I will hurt you,3
I will find you,3
You should be banned forever,3
You are a worthless human being,3
I will destroy everything you care about,3
You are a worthless human being,3
You deserve to suffer,3
You deserve to suffer,3
I will hurt you,3
You are a worthless human being,3
People like you should disappear,3
I will ruin your life,3
You deserve to suffer,3
People like you should disappear,3
People like you should disappear,3
I will hurt you,3
You should be banned forever,3
You should be banned forever,3
I will destroy everything you care about,3
I will find you,3
You deserve punishment,3
I will make you regret this,3
I will ruin your life,3
You deserve to suffer,3
You are a worthless human being,3
I will hurt you,3
You are a worthless human being,3
You deserve to suffer,3
You are a worthless human being,3
I will ruin your life,3
I will destroy everything you care about,3
I will make you regret this,3
You deserve punishment,3
I will make you regret this,3
I will destroy everything you care about,3
You are a worthless human being,3
You should be banned forever,3
People like you should disappear,3
I will find you,3
I will hurt you,3
You deserve punishment,3
I will make you regret this,3
I will ruin your life,3
People like you should disappear,3
I will ruin your life,3
I will hurt you,3
People like you should disappear,3
I will make you regret this,3
People like you should disappear,3
You should be banned forever,3
You are a worthless human being,3
I will hurt you,3
People like you should disappear,3
I will make you regret this,3
You deserve to suffer,3
I will find you,3
I will destroy everything you care about,3
People like you should disappear,3
I will ruin your life,3
People like you should disappear,3
You deserve to suffer,3
You deserve punishment,3
You deserve to suffer,3
I will hurt you,3
You should be banned forever,3
I will destroy everything you care about,3
I will ruin your life,3
I will destroy everything you care about,3
You are a worthless human being,3
You are a worthless human being,3
You should be banned forever,3
You should be banned forever,3
I will find you,3
You should be banned forever,3
People like you should disappear,3
You are a worthless human being,3
I will hurt you,3
I will ruin your life,3
You deserve to suffer,3
You are a worthless human being,3
I will find you,3
I will hurt you,3
You should be banned forever,3
I will find you,3
I will make you regret this,3
You are a worthless human being,3
You should be banned forever,3
I will destroy everything you care about,3
I will ruin your life,3
You deserve punishment,3
I will ruin your life,3
I will ruin your life,3
You are a worthless human being,3
People like you should disappear,3
I will make you regret this,3
People like you should disappear,3
You should be banned forever,3
People like you should disappear,3
I will hurt you,3
You are a worthless human being,3
I will find you,3
I will hurt you,3
You deserve to suffer,3
I will ruin your life,3
I will find you,3
People like you should disappear,3
I will ruin your life,3
You should be banned forever,3
People like you should disappear,3
You deserve punishment,3
People like you should disappear,3
You are a worthless human being,3
You should be banned forever,3
I will find you,3
You should be banned forever,3
I will find you,3
I will hurt you,3
You deserve to suffer,3
You are a worthless human being,3
People like you should disappear,3
You are a worthless human being,3
You should be banned forever,3
You are a worthless human being,3
I will hurt you,3
You should be banned forever,3
You deserve to suffer,3
People like you should disappear,3
You deserve punishment,3
I will hurt you,3
You are a worthless human being,3
I will destroy everything you care about,3
I will destroy everything you care about,3
You should be banned forever,3
I will ruin your life,3
I will ruin your life,3
You should be banned forever,3
I will destroy everything you care about,3
I will find you,3
I will find you,3
You deserve to suffer,3
I will destroy everything you care about,3
You deserve punishment,3
I will ruin your life,3
You should be banned forever,3
You are a worthless human being,3
You are a worthless human being,3
You are a worthless human being,3
You deserve punishment,3
You deserve to suffer,3
I will find you,3
I will make you regret this,3
You should be banned forever,3
I will make you regret this,3
I will find you,3
I will find you,3
I will destroy everything you care about,3
I will destroy everything you care about,3
I will find you,3
I will destroy everything you care about,3
You deserve to suffer,3
I will make you regret this,3
I will make you regret this,3
I will ruin your life,3
I will hurt you,3
I will hurt you,3
I will make you regret this,3
I will hurt you,3
I will make you regret this,3
You deserve to suffer,3
I will hurt you,3
I will destroy everything you care about,3
I will find you,3
I will make you regret this,3
People like you should disappear,3
You should be banned forever,3
I will find you,3
I will destroy everything you care about,3
You are a worthless human being,3
I will destroy everything you care about,3
I will make you regret this,3
I will ruin your life,3
I will make you regret this,3
You deserve to suffer,3
I will ruin your life,3
People like you should disappear,3
I will hurt you,3
I will ruin your life,3
I will make you regret this,3
People like you should disappear,3
You are a worthless human being,3
You deserve to suffer,3
I will destroy everything you care about,3
You should be banned forever,3
I will make you regret this,3
You should be banned forever,3
I will ruin your life,3
You should be banned forever,3
I will ruin your life,3
You should be banned forever,3
You should be banned forever,3
I will destroy everything you care about,3
I will destroy everything you care about,3
I will make you regret this,3
I will hurt you,3
I will hurt you,3
You should be banned forever,3
You deserve to suffer,3
You deserve punishment,3
You should be banned forever,3
I will ruin your life,3
People like you should disappear,3
People like you should disappear,3
People like you should disappear,3
You should be banned forever,3
I will find you,3
I will find you,3
People like you should disappear,3
I will destroy everything you care about,3
You are a worthless human being,3
You should be banned forever,3
People like you should disappear,3
I will ruin your life,3
You deserve to suffer,3
I will make you regret this,3
I will make you regret this,3
You deserve to suffer,3
I will destroy everything you care about,3
You deserve to suffer,3
You are a worthless human being,3
I will destroy everything you care about,3
I will make you regret this,3
You deserve punishment,3
I will destroy everything you care about,3
I will make you regret this,3
You should be banned forever,3
People like you should disappear,3
You deserve to suffer,3
People like you should disappear,3
I will destroy everything you care about,3
People like you should disappear,3
You deserve punishment,3
I will find you,3
People like you should disappear,3
People like you should disappear,3
I will ruin your life,3
You should be banned forever,3
You should be banned forever,3
You deserve to suffer,3
I will hurt you,3
I will find you,3
I will ruin your life,3
You should be banned forever,3
You are a worthless human being,3
You are a worthless human being,3
You should be banned forever,3
I will ruin your life,3
You are a worthless human being,3
I will destroy everything you care about,3
I will hurt you,3
I will find you,3
You should be banned forever,3
I will hurt you,3
I will hurt you,3
I will make you regret this,3
I will destroy everything you care about,3
You should be banned forever,3
You are a worthless human being,3
You deserve punishment,3
You deserve punishment,3
People like you should disappear,3
You are a worthless human being,3
I will find you,3
I will ruin your life,3
You should be banned forever,3
I will ruin your life,3
You should be banned forever,3
I will ruin your life,3
I will ruin your life,3
You should be banned forever,3
People like you should disappear,3
I will destroy everything you care about,3
You are a worthless human being,3
You should be banned forever,3
I will make you regret this,3
People like you should disappear,3
People like you should disappear,3
You are a worthless human being,3
I will find you,3
You are a worthless human being,3
You deserve punishment,3
I will find you,3
You should be banned forever,3
You deserve to suffer,3
I will hurt you,3
You deserve punishment,3
I will hurt you,3
You are a worthless human being,3
You are a worthless human being,3
You should be banned forever,3
You should be banned forever,3
I will ruin your life,3
I will ruin your life,3
I will destroy everything you care about,3
I will find you,3
I will ruin your life,3
I will ruin your life,3
You are a worthless human being,3
I will find you,3
I will hurt you,3
You deserve to suffer,3
People like you should disappear,3
I will hurt you,3
People like you should disappear,3
I will destroy everything you care about,3
I will destroy everything you care about,3
I will hurt you,3
I will ruin your life,3
I will make you regret this,3
You deserve punishment,3
I will make you regret this,3
I will make you regret this,3
You should be banned forever,3
I will hurt you,3
You should be banned forever,3
You should be banned forever,3
I will find you,3
You deserve punishment,3
You deserve to suffer,3
I will make you regret this,3
I will ruin your life,3
I will destroy everything you care about,3
You deserve punishment,3
You deserve to suffer,3
I will destroy everything you care about,3
You are a worthless human being,3
I will hurt you,3
You deserve to suffer,3
I will ruin your life,3
I will destroy everything you care about,3
I will find you,3
You deserve to suffer,3
You deserve to suffer,3
You are a worthless human being,3
You deserve to suffer,3
You deserve to suffer,3
You deserve punishment,3
I will destroy everything you care about,3
You deserve to suffer,3
I will make you regret this,3
I will find you,3
I will make you regret this,3
People like you should disappear,3
You should be banned forever,3
You deserve punishment,3
I will hurt you,3
People like you should disappear,3
I will destroy everything you care about,3
You deserve to suffer,3
I will make you regret this,3
You are a worthless human being,3
I will destroy everything you care about,3
You deserve to suffer,3
You should be banned forever,3
You deserve punishment,3
I will destroy everything you care about,3
I will hurt you,3
You deserve punishment,3
I will hurt you,3
I will destroy everything you care about,3
You are a worthless human being,3
People like you should disappear,3
You are a worthless human being,3
I will destroy everything you care about,3
You are a worthless human being,3
I will destroy everything you care about,3
I will find you,3
I will find you,3
I will hurt you,3
I will make you regret this,3
People like you should disappear,3
I will find you,3
I will find you,3
I will destroy everything you care about,3
You should be banned forever,3
You are a worthless human being,3
I will hurt you,3
People like you should disappear,3
People like you should disappear,3
I will ruin your life,3
You are a worthless human being,3
You are a worthless human being,3
You deserve to suffer,3
I will find you,3
I will hurt you,3
I will hurt you,3
I will find you,3
I will destroy everything you care about,3
I will ruin your life,3
You should be banned forever,3
You are a worthless human being,3
I will hurt you,3
You deserve punishment,3
I will ruin your life,3
You deserve punishment,3
I will find you,3
I will find you,3
I will destroy everything you care about,3
I will make you regret this,3
I will ruin your life,3
I will destroy everything you care about,3
You deserve to suffer,3
You deserve punishment,3
You deserve to suffer,3
You deserve to suffer,3
I will ruin your life,3
You deserve to suffer,3
I will find you,3
You deserve punishment,3
You are a worthless human being,3
I will destroy everything you care about,3
You deserve to suffer,3
I will ruin your life,3
You deserve punishment,3
You deserve punishment,3
I will destroy everything you care about,3
You deserve to suffer,3
I will find you,3
People like you should disappear,3
You should be banned forever,3
You are a worthless human being,3
I will hurt you,3
You deserve punishment,3
People like you should disappear,3
You deserve punishment,3
I will make you regret this,3
I will hurt you,3
People like you should disappear,3
People like you should disappear,3
I will ruin your life,3
I will hurt you,3
I will make you regret this,3
I will destroy everything you care about,3
You deserve punishment,3
I will destroy everything you care about,3
I will destroy everything you care about,3
You should be banned forever,3
You are a worthless human being,3
I will find you,3
I will find you,3
I will find you,3
You should be banned forever,3
You should be banned forever,3
I will hurt you,3
I will hurt you,3
I will destroy everything you care about,3
You deserve to suffer,3
You are a worthless human being,3
You deserve to suffer,3
I will destroy everything you care about,3
You should be banned forever,3
I will destroy everything you care about,3
I will find you,3
I will ruin your life,3
You are a worthless human being,3
You deserve to suffer,3
People like you should disappear,3
I will destroy everything you care about,3
You are a worthless human being,3
I will hurt you,3
People like you should disappear,3
I will ruin your life,3
You should be banned forever,3
I will ruin your life,3
You are a worthless human being,3
I will make you regret this,3
I will make you regret this,3
I will make you regret this,3
You deserve to suffer,3
I will ruin your life,3
You deserve to suffer,3
People like you should disappear,3
You deserve punishment,3
I will destroy everything you care about,3
I will destroy everything you care about,3
You deserve punishment,3
You deserve punishment,3
I will find you,3
People like you should disappear,3
You should be banned forever,3
You should be banned forever,3
You should be banned forever,3
You are a worthless human being,3
You deserve punishment,3
You are a worthless human being,3
You deserve punishment,3
I will destroy everything you care about,3
You deserve to suffer,3
You should be banned forever,3
You should be banned forever,3
You deserve to suffer,3
You deserve to suffer,3
You are a worthless human being,3
People like you should disappear,3
People like you should disappear,3
I will destroy everything you care about,3
You are a worthless human being,3
I will hurt you,3
You deserve to suffer,3
You are a worthless human being,3
You are a worthless human being,3
You deserve punishment,3
I will make you regret this,3
I will hurt you,3
I will make you regret this,3
You deserve punishment,3
You should be banned forever,3
You are a worthless human being,3
I will make you regret this,3
I will destroy everything you care about,3
People like you should disappear,3
You should be banned forever,3
You deserve punishment,3
People like you should disappear,3
You are a worthless human being,3
You are a worthless human being,3
People like you should disappear,3
I will find you,3
I will make you regret this,3
You should be banned forever,3
I will hurt you,3
I will find you,3
I will destroy everything you care about,3
You deserve to suffer,3
You deserve punishment,3
People like you should disappear,3
You should be banned forever,3
I will find you,3
I will make you regret this,3
You are a worthless human being,3
You deserve to suffer,3
I will find you,3
You are a worthless human being,3
You should be banned forever,3
You deserve punishment,3
I will destroy everything you care about,3
I will find you,3
You should be banned forever,3
I will ruin your life,3
I will make you regret this,3
People like you should disappear,3
You deserve to suffer,3
I will destroy everything you care about,3
I will destroy everything you care about,3
You deserve punishment,3
I will ruin your life,3
You are a worthless human being,3
I will ruin your life,3
I will destroy everything you care about,3
You should be banned forever,3
You deserve to suffer,3
You deserve to suffer,3
People like you should disappear,3
You deserve punishment,3
You should be banned forever,3
I will find you,3
You deserve to suffer,3
People like you should disappear,3
I will make you regret this,3
I will destroy everything you care about,3
I will find you,3
You are a worthless human being,3
I will find you,3
I will hurt you,3
You are a worthless human being,3
You deserve punishment,3
You are a worthless human being,3
I will find you,3
I will hurt you,3
People like you should disappear,3
I will destroy everything you care about,3
I will find you,3
I will destroy everything you care about,3
You are a worthless human being,3
People like you should disappear,3
You deserve to suffer,3
You should be banned forever,3
You deserve to suffer,3
I will find you,3
I will make you regret this,3
I will destroy everything you care about,3
People like you should disappear,3
You deserve punishment,3
People like you should disappear,3
I will make you regret this,3
You should be banned forever,3
I will make you regret this,3
You deserve punishment,3
You deserve punishment,3
I will find you,3
You deserve punishment,3
You deserve to suffer,3
I will hurt you,3
I will destroy everything you care about,3
I will ruin your life,3
I will ruin your life,3
I will make you regret this,3
I will ruin your life,3
I will find you,3
You should be banned forever,3
I will ruin your life,3
I will ruin your life,3
You should be banned forever,3
I will make you regret this,3
You should be banned forever,3
You are a worthless human being,3
You deserve punishment,3
I will find you,3
I will find you,3
I will ruin your life,3
You deserve to suffer,3
You are a worthless human being,3
I will make you regret this,3
I will find you,3
I will hurt you,3
I will find you,3
I will hurt you,3
I will ruin your life,3
I will find you,3
I will make you regret this,3
You should be banned forever,3
You are a worthless human being,3
I will find you,3
I will destroy everything you care about,3
I will find you,3
I will destroy everything you care about,3
People like you should disappear,3
You should be banned forever,3
You deserve to suffer,3
People like you should disappear,3
People like you should disappear,3
I will ruin your life,3
People like you should disappear,3
I will make you regret this,3
You are a worthless human being,3
You should be banned forever,3
I will ruin your life,3
I will ruin your life,3
You should be banned forever,3
I will hurt you,3
I will ruin your life,3
I will find you,3
People like you should disappear,3
You should be banned forever,3
People like you should disappear,3
I will make you regret this,3
You should be banned forever,3
I will make you regret this,3
I will ruin your life,3
I will make you regret this,3
People like you should disappear,3
You deserve to suffer,3
You deserve punishment,3
You deserve to suffer,3
You deserve to suffer,3
You should be banned forever,3
I will find you,3
I will make you regret this,3
I will hurt you,3
I will find you,3
You should be banned forever,3
I will hurt you,3
I will hurt you,3
You deserve to suffer,3
I will hurt you,3
I will destroy everything you care about,3
You are a worthless human being,3
I will destroy everything you care about,3
I will hurt you,3
I will destroy everything you care about,3
I will find you,3
People like you should disappear,3
You deserve punishment,3
I will hurt you,3
I will ruin your life,3
I will ruin your life,3
I will destroy everything you care about,3
I will find you,3
People like you should disappear,3
I will make you regret this,3
I will hurt you,3
You are a worthless human being,3
You deserve to suffer,3
I will ruin your life,3
I will hurt you,3
I will find you,3
I will hurt you,3
I will make you regret this,3
I will hurt you,3
You deserve punishment,3
You should be banned forever,3
I will destroy everything you care about,3
I will find you,3
I will hurt you,3
People like you should disappear,3
I will find you,3
You deserve punishment,3
You are a worthless human being,3
I will make you regret this,3
People like you should disappear,3
I will make you regret this,3
You are a worthless human being,3
I will destroy everything you care about,3
I will find you,3
People like you should disappear,3
You are a worthless human being,3
You deserve punishment,3
I will destroy everything you care about,3
You deserve punishment,3
People like you should disappear,3
I will hurt you,3
I will find you,3
I will ruin your life,3
I will find you,3
I will find you,3
I will hurt you,3
I will destroy everything you care about,3
You should be banned forever,3
I will make you regret this,3
You deserve punishment,3
I will make you regret this,3
You are a worthless human being,3
I will make you regret this,3
I will find you,3
I will make you regret this,3
You deserve punishment,3
I will destroy everything you care about,3
I will find you,3
You deserve to suffer,3
You deserve to suffer,3
People like you should disappear,3
I will hurt you,3
I will find you,3
I will make you regret this,3
You deserve to suffer,3
People like you should disappear,3
You are a worthless human being,3
People like you should disappear,3
I will ruin your life,3
You deserve to suffer,3
You should be banned forever,3
People like you should disappear,3
I will make you regret this,3
I will destroy everything you care about,3
I will destroy everything you care about,3
You are a worthless human being,3
You deserve to suffer,3
I will make you regret this,3
I will find you,3
You deserve to suffer,3
You deserve punishment,3
You deserve punishment,3
You deserve punishment,3
I will ruin your life,3
I will hurt you,3
I will destroy everything you care about,3
You deserve punishment,3
I will find you,3
You deserve to suffer,3
You deserve to suffer,3
I will find you,3
I will hurt you,3
I will ruin your life,3
